Name,NetWorth,Country,Source,Rank
Yasuhiro Fukushima,2000000000,Japan,video games,1580
Dennis Gillings,2000000000,United Kingdom,drug testing,1580
Sam Goi,2000000000,Singapore,frozen foods,1580
Bahaa Hariri,2000000000,Lebanon,"real estate, investments",1580
Ilona Herlin,2000000000,Finland,"elevators, escalators",1580
Jeffery Hildebrand,2000000000,United States,oil,1580
J. Tomilson Hill,2000000000,United States,investments,1580
Orion Hindawi,2000000000,United States,software,1580
Reid Hoffman,2000000000,United States,LinkedIn,1580
Hou Juncheng,2000000000,China,cosmetics,1580
W. Herbert Hunt,2000000000,United States,oil,1580
George Joseph,2000000000,United States,insurance,1580
Ke Yunfeng & family,2000000000,China,retailing,1580
Sergei Kolesnikov,2000000000,Russia,building materials,1580
Thomas Lee,2000000000,United States,private equity,1580
Peter Leibinger,2000000000,Germany,machine tools,1580
Regine Leibinger,2000000000,Germany,machine tools,1580
Nicola Leibinger-Kammueller,2000000000,Germany,manufacturing,1580
Solomon Lew,2000000000,Australia,retail,1580
Li Yong,2000000000,China,education,1580
Liu Yachao,2000000000,China,education,1580
Jeffrey Lorberbaum,2000000000,United States,flooring,1580
Jed McCaleb,2000000000,United States,cryptocurrency,1580
Craig McCaw,2000000000,United States,telecom,1580
Miao Yongjun,2000000000,China,clinical diagnostics,1580
Robert Miller,2000000000,Canada,electronics components,1580
Charles Munger,2000000000,United States,Berkshire Hathaway,1580
David Nahmad,2000000000,Monaco,art collection,1580
Jonathan Nelson,2000000000,United States,private equity,1580
Pierre Karl Péladeau,2000000000,Canada,media,1580
Kevin Plank,2000000000,United States,Under Armour,1580
Alberto Prada,2000000000,Italy,luxury goods,1580
Marina Prada,2000000000,Italy,luxury goods,1580
Mahendra Prasad,2000000000,India,pharmaceuticals,1580
Jennifer Pritzker,2000000000,United States,"hotels, investments",1580
Linda Pritzker,2000000000,United States,"hotels, investments",1580
"Joe Rogers, Jr.",2000000000,United States,Waffle House,1580
Igor Rybakov,2000000000,Russia,building materials,1580
Sathien Setthasit,2000000000,Thailand,energy drinks,1580
Mikhail Shelkov,2000000000,Russia,titanium,1580
Shen Xiqiang & family,2000000000,China,chemical,1580
Thaksin Shinawatra,2000000000,Thailand,investments,1580
Martua Sitorus,2000000000,Indonesia,palm oil,1580
Sylvia Stroeher,2000000000,Germany,cosmetics,1580
Alexander Svetakov,2000000000,Russia,real estate,1580
Stanley Tang,2000000000,United States,food delivery app,1580
Tang Xiuguo,2000000000,China,manufacturing,1580
Alain Taravella,2000000000,France,real estate development,1580
Wichai Thongtang,2000000000,Thailand,investments,1580
Arvind Tiku,2000000000,India,"oil & gas, investments",1580
Hamdi Ulukaya,2000000000,Turkey,greek yogurt,1580
Georg von Opel,2000000000,Switzerland,"real estate, investments",1580
Wang Chaobin,2000000000,China,real estate,1580
Wang Zhenghua,2000000000,China,budget airline,1580
Wei Ing-Chou,2000000000,Taiwan,"food, beverages",1580
Horst Wortmann,2000000000,Germany,footwear,1580
Wu Junbao,2000000000,China,education,1580
Wu Kai,2000000000,China,batteries,1580
Amy Wyss,2000000000,United States,medical equipment,1580
Xue Xiangdong & family,2000000000,China,software,1580
Yan Zhi,2000000000,China,real estate,1580
William Young,2000000000,United States,plastics,1580
Zhang Xuansong,2000000000,China,supermarkets,1580
Noubar Afeyan,1900000000,United States,biotech,1664
Aziz Akhannouch & family,1900000000,Morocco,"petroleum, diversified",1664
Joao Alves de Queiroz Filho,1900000000,Brazil,pharmaceuticals,1664
Andrey Andreev,1900000000,United Kingdom,online dating,1664
Felix Baker,1900000000,United States,biotech investing,1664
Julian Baker,1900000000,United States,investing,1664
Lee Bass,1900000000,United States,"oil, investments",1664
Andrey Blokh,1900000000,Russia,cannabis,1664
Josef Boquoi & family,1900000000,Germany,frozen foods,1664
Nicola Bulgari,1900000000,Italy,luxury goods,1664
Chen Shiliang,1900000000,China,polyester,1664
Chen Tei-fu,1900000000,Taiwan,herbal products,1664
Chung Yong-jin,1900000000,South Korea,retail,1664
Thierry Cruanes,1900000000,United States,software,1664
Benoit Dageville,1900000000,United States,software,1664
Beda Diethelm,1900000000,Switzerland,hearing aids,1664
James Dinan,1900000000,United States,hedge funds,1664
Mark Dixon,1900000000,United Kingdom,office real estate,1664
Bulent Eczacibasi,1900000000,Turkey,"pharmaceuticals, diversified",1664
Fred Ehrsam,1900000000,United States,cryptocurrency exchange,1664
Francois Feuillet,1900000000,France,"motorhomes, RVs",1664
Robert Fisher,1900000000,United States,Gap,1664
"William Foley, II.",1900000000,United States,★,1664
Gao Yi & family,1900000000,China,pharmaceuticals,1664
Gao Yu,1900000000,China,information technology,1664
Sanjiv Goenka,1900000000,India,diversified,1664
Surjit Kumar Gupta,1900000000,India,electrical equipment,1664
Yusuf Hamied,1900000000,India,pharmaceuticals,1664
Shmuel Harlap,1900000000,Israel,automotive,1664
Bill Haslam,1900000000,United States,gas stations,1664
Roberto Hernandez Ramirez,1900000000,Mexico,banking,1664
Huang Jiangji,1900000000,Hong Kong,smartphones,1664
Stanley Hubbard,1900000000,United States,DirecTV,1664
Arthur Irving,1900000000,Canada,oil,1664
Hamilton James,1900000000,United States,investments,1664
Jiang Zhaobai,1900000000,China,real estate,1664
Ke Jinlong & family,1900000000,China,retailing,1664
Ke Kangbao & family,1900000000,China,retailing,1664
Michael Kim,1900000000,United States,private equity,1664
Ipek Kirac,1900000000,Turkey,diversified,1664
Kurt Krieger,1900000000,Germany,furniture retailing,1664
Christopher Kwok,1900000000,Hong Kong,real estate,1664
Edward Kwok,1900000000,Hong Kong,real estate,1664
Alexis Lê-Quôc,1900000000,United States,cloud computing,1664
Li Guangyu,1900000000,China,education,1664
Li Hongjing,1900000000,China,auto parts,1664
Li Jiaquan,1900000000,China,chemicals,1664
Li Min,1900000000,China,semiconductor,1664
Lin Dingqiang & family,1900000000,Hong Kong,real estate,1664
Louise Lindh,1900000000,Sweden,investments,1664
Yusaku Maezawa,1900000000,Japan,online retail,1664
Anand Mahindra,1900000000,India,diversified,1664
Willy Michel,1900000000,Switzerland,medical devices,1664
Lachhman Das Mittal,1900000000,India,tractors,1664
Ermirio Pereira de Moraes,1900000000,Brazil,diversified,1664
Maria Helena Moraes Scripilliti,1900000000,Brazil,diversified,1664
Stefan Olsson,1900000000,Sweden,diversified,1664
Peng Yongdong,1900000000,China,real estate,1664
Olivier Pomel,1900000000,France,cloud computing,1664
Larry Robbins,1900000000,United States,hedge funds,1664
Brian Roberts,1900000000,United States,Comcast,1664
Christopher Rokos,1900000000,United Kingdom,hedge fund,1664
S.D. Shibulal,1900000000,India,software services,1664
Evgeny (Eugene) Shvidler,1900000000,United States,"oil & gas, investments",1664
Frank Slootman,1900000000,United States,software,1664
Sergio Stevanato,1900000000,Italy,medical packaging,1664
Kevin Systrom,1900000000,United States,Instagram,1664
Tan Lili,1900000000,China,feed,1664
David Teoh & family,1900000000,Australia,telecom,1664
Patrizio Vinciarelli,1900000000,United States,electronic components,1664
Todd Wagner,1900000000,United States,online media,1664
Wan Long,1900000000,China,food,1664
Wang Jian,1900000000,China,healthcare services,1664
Wang Jilei,1900000000,China,logistics,1664
Wang Junshi & family,1900000000,China,solar energy,1664
Wei Yin-Chun,1900000000,Taiwan,"food, beverages",1664
Wei Yin-Heng,1900000000,Taiwan,"food, beverages",1664
Stephen Winn,1900000000,United States,real estate services,1664
Gordon Wu,1900000000,Hong Kong,real estate,1664
Yang Xuegang,1900000000,China,coking,1664
Yu Huijiao,1900000000,China,package delivery,1664
Zeng Kaitian,1900000000,China,online games,1664
Changpeng Zhao,1900000000,China,cryptocurrency exchange,1664
Zhu Xingliang,1900000000,China,construction,1664
Zhu Yiwen & family,1900000000,China,healthcare,1664
Anita Zucker,1900000000,United States,chemicals,1664
Mohamed Al Fayed,1800000000,Egypt,"retail, investments",1750
Leslie Alexander,1800000000,United States,sports team,1750
Joachim Ante,1800000000,Germany,game software,1750
Roman Avdeev,1800000000,Russia,"banking, development",1750
Arun Bharat Ram,1800000000,India,chemicals,1750
O. Francis Biondi,1800000000,United States,hedge funds,1750
John Bloor,1800000000,United Kingdom,"real estate, manufacturing",1750
Vladimir Bogdanov,1800000000,Russia,oil,1750
David Booth,1800000000,United States,mutual funds,1750
Cai Mingtong,1800000000,China,electronic components,1750
Yvon Chouinard,1800000000,United States,Patagonia,1750
Jack Cockwell,1800000000,Canada,"real estate, private equity",1750
Kommer Damen,1800000000,Netherlands,shipbuilding,1750
D. Leopoldo Del Pino,1800000000,Spain,construction,1750
Jamie Dimon,1800000000,United States,banking,1750
Robert Duggan,1800000000,United States,pharmaceuticals,1750
Faruk Eczacibasi,1800000000,Turkey,"pharmaceuticals, diversified",1750
N. Murray Edwards,1800000000,Canada,oil & gas,1750
Anthony Eisen,1800000000,Australia,fintech,1750
Ali Erdemoglu,1800000000,Turkey,carpet,1750
James France,1800000000,United States,"Nascar, racing",1750
Mario Gabelli,1800000000,United States,money management,1750
Reinold Geiger,1800000000,Austria,beauty products,1750
Rolf Gerling,1800000000,Germany,insurance,1750
Ali Ghodsi,1800000000,Sweden,data analytics,1750
Carl Hansen,1800000000,Canada,biotech,1750
He Xinming family,1800000000,China,ceramic,1750
William Heinecke,1800000000,Thailand,hotels,1750
Brian Higgins,1800000000,United States,hedge funds,1750
David Hindawi,1800000000,United States,software,1750
Drew Houston,1800000000,United States,cloud storage service,1750
Thomas James,1800000000,United States,finance,1750
Stephen Jarislowsky,1800000000,Canada,money management,1750
Jin Huiming,1800000000,China,real estate,1750
Willis Johnson,1800000000,United States,damaged cars,1750
Dmitry Kamenshchik,1800000000,Russia,airport,1750
Ihor Kolomoyskyy,1800000000,Ukraine,"banking, investments",1750
Marc Lasry,1800000000,United States,hedge funds,1750
Lee Boo-jin,1800000000,South Korea,Samsung,1750
Lei Jufang,1800000000,China,pharmaceuticals,1750
Wolfgang Leitner,1800000000,Austria,engineering,1750
Li Rucheng,1800000000,China,apparel,1750
Vincent Lo,1800000000,Hong Kong,real estate,1750
Juan Lopez-Belmonte Lopez & family,1800000000,Spain,pharmacueticals,1750
Lv Dalong,1800000000,China,telecom services,1750
Joao Roberto Marinho,1800000000,Brazil,media,1750
Jose Roberto Marinho,1800000000,Brazil,media,1750
Roberto Irineu Marinho,1800000000,Brazil,media,1750
Miao Shouliang,1800000000,China,real estate,1750
Romano Minozzi,1800000000,Italy,"utilities, diversified",1750
Nick Molnar,1800000000,Australia,fintech,1750
Oei Hong Leong,1800000000,Singapore,investments,1750
Kazuo Okada,1800000000,Japan,casinos,1750
John Oyler,1800000000,United States,biotech,1750
Husnu Ozyegin,1800000000,Turkey,"finance, diversified",1750
Tor Peterson,1800000000,United States,commodities,1750
Jorge Pinheiro Koren de Lima,1800000000,Brazil,"hospitals, health insurance",1750
Candido Pinheiro Koren de Lima Junior,1800000000,Brazil,"hospitals, health insurance",1750
Pu Zhongjie & family,1800000000,China,medical equipment,1750
Qin Long,1800000000,China,tire,1750
Alvaro Saieh Bendeck,1800000000,Chile,banking,1750
Glenn Sanford,1800000000,United States,real estate brokerage,1750
Leonard Schleifer,1800000000,United States,pharmaceuticals,1750
Shang Xiaobo & family,1800000000,China,Manufacturing,1750
Shi Wen-long,1800000000,Taiwan,plastics,1750
Shi Yifeng,1800000000,China,medical cosmetics,1750
Sergei Studennikov,1800000000,Russia,"liquor stores, supermarkets",1750
Sun Guangxin,1800000000,China,diversified,1750
Henry Swieca,1800000000,United States,hedge funds,1750
Tan Yu Yeh,1800000000,Malaysia,retail,1750
Torbjorn Tornqvist,1800000000,Sweden,oil trading,1750
Martin Viessmann,1800000000,Germany,heating and cooling equipment,1750
Wang Lizhan,1800000000,China,sauce,1750
Wei Lidong & family,1800000000,China,software,1750
Kanye West,1800000000,United States,"music, sneakers",1750
Wu Bo,1800000000,China,machinery,1750
Wu Kaiting,1800000000,Hong Kong,electronics,1750
Wu Xushun & family,1800000000,China,internet,1750
Xu Guozhong & family,1800000000,China,Motors,1750
Yang Tingdong,1800000000,China,brewery,1750
Zhang Xuexin & family,1800000000,China,aluminum,1750
Zhang Yubai,1800000000,China,wine,1750
Zhao Weiguo,1800000000,China,IT products,1750
Chirayu Amin,1700000000,India,pharmaceuticals,1833
Marc Andreessen,1700000000,United States,venture capital investing,1833
Vasily Anisimov,1700000000,Russia,real estate,1833
Sabrina Benetton,1700000000,Italy,"fashion retail, investments",1833
Nicolas Berggruen,1700000000,United States,investments,1833
Alex Birkenstock,1700000000,Germany,shoes,1833
Christian Birkenstock,1700000000,Germany,shoes,1833
Henadiy Boholyubov,1700000000,Ukraine,"banking, investments",1833
Peter Buck,1700000000,United States,Subway sandwich shops,1833
Saket Burman,1700000000,United Kingdom,consumer goods,1833
Stewart Butterfield,1700000000,Canada,messaging software,1833
Giuliana Caprotti,1700000000,Italy,supermarkets,1833
Marina Caprotti,1700000000,Italy,supermarkets,1833
R.G. Chandramogan,1700000000,India,dairy,1833
Richard Chang,1700000000,Taiwan,"real estate, electronics",1833
Chao Teng-hsiung,1700000000,Taiwan,real estate,1833
Chen Guoxiang & family,1700000000,China,real estate,1833
Tony Chen,1700000000,Taiwan,electronics,1833
Chen Wenyuan & family,1700000000,China,testing equipment,1833
Chen Xueling,1700000000,China,stationery,1833
Cheng Xianfeng,1700000000,China,pharmaceuticals,1833
Daniel Chiu,1700000000,Hong Kong,oil & gas,1833
Ivan Chrenko,1700000000,Slovakia,real estate,1833
Brunello Cucinelli & family,1700000000,Italy,fashion,1833
Alexandra Daitch,1700000000,United States,Cargill,1833
Henry Engelhardt,1700000000,United States,insurance,1833
Philip Fayer,1700000000,Canada,online payments,1833
David Feffer,1700000000,Brazil,pulp and paper,1833
Paul Foster,1700000000,United States,oil refining,1833
Bernd Freier,1700000000,Germany,fashion retail,1833
Robert Friedland,1700000000,United States,mining,1833
Giammaria Giuliani,1700000000,Switzerland,pharmaceuticals,1833
G. Gnanalingam,1700000000,Malaysia,ports,1833
Christopher Goldsbury,1700000000,United States,salsa,1833
Said Gutseriev,1700000000,Russia,"oil, retail",1833
Chang-Woo Han & family,1700000000,Japan,pachinko parlors,1833
John Hancock,1700000000,Australia,mining,1833
Patrick Hanrahan,1700000000,United States,software,1833
Christoph Henkel,1700000000,Germany,consumer goods,1833
Anurang Jain,1700000000,India,auto parts,1833
Devendra Jain,1700000000,India,chemicals,1833
Jia Tianjiang & family,1700000000,China,non-ferrous metals,1833
Eric Jing,1700000000,China,e-commerce,1833
Chatchai Kaewbootta,1700000000,Thailand,auto loans,1833
Sergei Katsiev,1700000000,Russia,"retail, wholesale",1833
Kim Sang-yeol,1700000000,South Korea,construction,1833
Kagemasa Kozuki,1700000000,Japan,video games,1833
Edward Lampert,1700000000,United States,Sears,1833
Lee Joon-ho,1700000000,South Korea,online games,1833
Lee Seo-hyun,1700000000,South Korea,Samsung,1833
Jimmy John Liautaud,1700000000,United States,sandwich chain,1833
David Lichtenstein,1700000000,United States,real estate,1833
Bill Liu,1700000000,China,electronics,1833
Lu Di,1700000000,China,drones,1833
Ma Xiuhui,1700000000,China,LED lighting,1833
Sarah MacMillan,1700000000,United States,Cargill,1833
Yves-Loic Martin,1700000000,France,laboratory services,1833
Todd McKinnon,1700000000,United States,software,1833
Shalom Meckenzie,1700000000,Israel,★,1833
Gary Michelson,1700000000,United States,medical patents,1833
Narendrakumar Parekh,1700000000,India,adhesives,1833
Jorge Perez,1700000000,United States,real estate,1833
Markus Persson,1700000000,Sweden,computer games,1833
Nicholas Pritzker,1700000000,United States,"hotels, investments",1833
Theodore Rachmat,1700000000,Indonesia,diversified,1833
Megdet Rahimkulov & family,1700000000,Russia,investments,1833
Jerry Reinsdorf,1700000000,United States,sports teams,1833
Mochtar Riady & family,1700000000,Indonesia,diversified,1833
Bianca Rinehart,1700000000,Australia,mining,1833
Ginia Rinehart,1700000000,Australia,mining,1833
Fernando Roig,1700000000,Spain,supermarkets,1833
Sheryl Sandberg,1700000000,United States,Facebook,1833
Andres Santo Domingo,1700000000,United States,beer,1833
Ivan Savvidis,1700000000,Russia,agribusiness,1833
Shao Genhuo,1700000000,China,agribusiness,1833
Shao Qinxiang,1700000000,China,diversified,1833
Rajju Shroff,1700000000,India,agrochemicals,1833
Lucy Stitzer,1700000000,United States,Cargill,1833
Djoko Susanto,1700000000,Indonesia,supermarkets,1833
Peter Szulczewski,1700000000,Canada,e-commerce,1833
Vonnarat Tangkaravakoon,1700000000,Thailand,"wire & cables, paints",1833
Ion Tiriac,1700000000,Romania,"banking, insurance",1833
Robert Toennies,1700000000,Germany,meat processing,1833
Tung Ching Sai,1700000000,China,manufacturing,1833
Pavel Tykac,1700000000,Czechia,coal mines,1833
Rufino Vigil Gonzalez,1700000000,Mexico,steel,1833
Wang Junmin,1700000000,China,pharmaceuticals,1833
Wang Yanqing & family,1700000000,China,carbon fiber products,1833
Charlotte Colket Weber,1700000000,United States,Campbell Soup,1833
Hope Welker,1700000000,Australia,mining,1833
Wu Ying,1700000000,China,materials,1833
Wu Yulan,1700000000,China,pharmaceuticals,1833
Xie Weitong,1700000000,Taiwan,cobalt,1833
Xu Xudong & family,1700000000,China,auto parts,1833
Yang Yunyun,1700000000,China,retail,1833
Ye Yanqiao,1700000000,China,soy sauce,1833
Zeng Chaoyi,1700000000,China,aluminum products,1833
Zhang Guiping & family,1700000000,China,real estate,1833
Faisal Bin Qassim Al Thani,1600000000,Qatar,"hotels, diversified",1931
Patricia Angelini Rossi,1600000000,Chile,"forestry, mining",1931
Lesley Bamberger,1600000000,Netherlands,real estate,1931
William Boyd,1600000000,United States,"casinos, banking",1931
Bernhard Braun-Luedicke,1600000000,Germany,medical technology,1931
Eva Maria Braun-Luedicke,1600000000,Germany,medical technology,1931
Friederike Braun-Luedicke,1600000000,Germany,medical technology,1931
Amit Burman,1600000000,India,consumer goods,1931
Jean-Pierre Cayard,1600000000,France,spirits,1931
Chen Kaichen,1600000000,China,household chemicals,1931
Chen Qiongxiang,1600000000,China,batteries,1931
Chen Xuehua,1600000000,China,nonferrous,1931
Chen Yung-tai,1600000000,Taiwan,real estate,1931
Chen Zemin & family,1600000000,China,food,1931
Ryan Cohen,1600000000,Canada,investments,1931
Norbert Dentressangle,1600000000,France,"transport, logistics",1931
Mohammed Dewji,1600000000,Tanzania,diversified,1931
Ding Lieming & family,1600000000,China,pharmaceuticals,1931
Domenico Dolce,1600000000,Italy,luxury goods,1931
Lisa Draexlmaier,1600000000,Germany,auto parts,1931
Alfredo Egydio Arruda Villela Filho,1600000000,Brazil,banking,1931
Daniel Feffer,1600000000,Brazil,pulp and paper,1931
Jorge Feffer,1600000000,Brazil,pulp and paper,1931
Ruben Feffer,1600000000,Brazil,pulp and paper,1931
Henrik Fisker,1600000000,United States,★,1931
Miguel Fluxa Rossello,1600000000,Spain,hotels,1931
Donald Foss,1600000000,United States,auto loans,1931
Susumu Fujita,1600000000,Japan,internet media,1931
Stefano Gabbana,1600000000,Italy,luxury goods,1931
Alexandre Grendene Bartelle,1600000000,Brazil,shoes,1931
Geeta Gupta-Fisker,1600000000,United Kingdom,★,1931
Heikki Herlin,1600000000,Finland,"elevators, escalators",1931
Asok Kumar Hiranandani,1600000000,Singapore,real estate,1931
Niranjan Hiranandani,1600000000,India,real estate,1931
Ho Hung Anh,1600000000,Vietnam,"consumer products, banking",1931
Huang Zhengcong,1600000000,Hong Kong,electronics,1931
"B. Wayne Hughes, Jr.",1600000000,United States,storage facilities,1931
Jiang Yintai & family,1600000000,China,auto parts,1931
Michael Jordan,1600000000,United States,"Charlotte Hornets, endorsements",1931
Ke Guihua,1600000000,China,auto parts,1931
Alexander Klyachin,1600000000,Russia,real estate,1931
William Koch,1600000000,United States,"oil, investments",1931
Sebastian Kulczyk,1600000000,Poland,diversified,1931
Robert Langer,1600000000,United States,biotech,1931
Manuel Lao Hernandez,1600000000,Spain,casinos,1931
Michael Lee-Chin,1600000000,Canada,mutual funds,1931
Li Li,1600000000,China,pharmaceuticals,1931
Li Zhen & family,1600000000,China,lithium batteries,1931
Liang Yanfeng & family,1600000000,China,real estate,1931
Jenny Lindén Urnes,1600000000,Sweden,powdered metal,1931
Liu Yingqi,1600000000,China,technology,1931
Catherine Lozick,1600000000,United States,valve manufacturing,1931
Gary Magness,1600000000,United States,"cable TV, investments",1931
Mao Lixiang & family,1600000000,China,cooking appliances,1931
David Mindus,1600000000,Sweden,real estate,1931
Massimo Moratti,1600000000,Italy,oil refinery,1931
Mario Moretti Polegato & family,1600000000,Italy,shoes,1931
Ni Zugen,1600000000,China,appliances,1931
Kentaro Ogawa,1600000000,Japan,restaurants,1931
Tomas Olivo Lopez,1600000000,Spain,shopping centers,1931
Rubens Ometto Silveira Mello,1600000000,Brazil,"sugar, ethanol",1931
Pan Gang,1600000000,China,dairy,1931
Ajay Parekh,1600000000,India,adhesives,1931
David Paul,1600000000,United States,medical devices,1931
Nelson Peltz,1600000000,United States,investments,1931
Petro Poroshenko,1600000000,Ukraine,confectionery,1931
G. Rajendran,1600000000,India,jewellery,1931
P.P. Reddy,1600000000,India,infrastructure,1931
Francisco Jose Riberas Mera,1600000000,Spain,"steel, autoparts",1931
Juan Maria Riberas Mera,1600000000,Spain,"steel, investments",1931
Subhash Runwal,1600000000,India,real estate,1931
Deniz Sahenk,1600000000,Turkey,diversified,1931
Bhadresh Shah,1600000000,India,engineering,1931
Shen Hua & family,1600000000,United States,semiconductors,1931
Barry Silbert,1600000000,United States,cryptocurrency,1931
Leonid Simanovsky,1600000000,Russia,investments,1931
Peter Sperling,1600000000,United States,education,1931
Sun Weijie,1600000000,China,oilfield equipment,1931
Tang Jianfang,1600000000,China,packaged foods,1931
Prachak Tangkaravakoon,1600000000,Thailand,paints,1931
Clemens Toennies,1600000000,Germany,meat processing,1931
Tran Ba Duong & family,1600000000,Vietnam,automotive,1931
Tseng Cheng,1600000000,Taiwan,petrochemicals,1931
Tung Ching Bor,1600000000,China,manufacturing,1931
Shigefumi Wada,1600000000,Japan,software,1931
Wang Qinghua,1600000000,China,electric equipment,1931
Wang Xuechao,1600000000,China,pharmaceuticals,1931
Wang Yiran,1600000000,China,LCD main board,1931
Myron Wentz,1600000000,St. Kitts and Nevis,health products,1931
Ian Wood & family,1600000000,United Kingdom,energy services,1931
Wu Chaoqun,1600000000,China,chemicals,1931
Wu Yingming,1600000000,China,batteries,1931
Xie Bingkun & family,1600000000,China,pearlescent pigments,1931
Xiu Laigui,1600000000,China,pharmaceuticals,1931
Yang Erzhu,1600000000,China,real estate,1931
Yang Lijuan,1600000000,China,restaurants,1931
Yao Kuizhang,1600000000,China,beverages,1931
Yu Peidi,1600000000,Hong Kong,real estate,1931
David Zalik,1600000000,United States,financial technology,1931
Zhang Cheng Fei,1600000000,China,paper & related products,1931
Zhang Keqiang,1600000000,China,real estate,1931
Zhang Shilong & family,1600000000,China,semiconductor,1931
Zhang Xiaojuan,1600000000,China,logistics,1931
Zhang Yuanlin,1600000000,China,real estate,1931
Antti Aarnio-Wihuri,1500000000,Finland,diversified,2035
Hamdi Akin & family,1500000000,Turkey,diversified,2035
"Herbert Allen, Jr. & family",1500000000,United States,investment banking,2035
Harindarpal Banga,1500000000,India,commodities,2035
Ulrike Baro,1500000000,Germany,biopharmaceuticals,2035
Alex Beard,1500000000,United Kingdom,"mining, commodities",2035
Barbara Benetton,1500000000,Italy,"fashion retail, investments",2035
Paolo Bulgari,1500000000,Italy,luxury goods,2035
Ron Burkle,1500000000,United States,"supermarkets, investments",2035
Ahmet Calik,1500000000,Turkey,"energy, banking, construction",2035
Steve Case,1500000000,United States,AOL,2035
Safra Catz,1500000000,United States,software,2035
Chen Baohua,1500000000,China,pharmaceutical,2035
Chen Xianbao & family,1500000000,China,food,2035
Chen Xiaohui,1500000000,China,information technology,2035
Manas Chiaravanond,1500000000,Thailand,diversified,2035
Phongthep Chiaravanont,1500000000,Thailand,diversified,2035
Prathip Chiravanond,1500000000,Thailand,diversified,2035
Alberto Cortina,1500000000,Spain,investments,2035
Bharat Desai,1500000000,United States,IT consulting,2035
Tim Draper,1500000000,United States,cryptocurrency,2035
John Farber,1500000000,United States,chemicals,2035
Gary Fegel,1500000000,Switzerland,"commodities, investments",2035
John Foley,1500000000,United States,Peloton,2035
Geng Diangen,1500000000,China,Internet,2035
Alan Gerry,1500000000,United States,cable television,2035
Esther Grether,1500000000,Switzerland,art collection,2035
Bill Gross,1500000000,United States,investments,2035
Sue Gross,1500000000,United States,investments,2035
Guo Ziwen,1500000000,China,real estate,2035
Torstein Hagen,1500000000,Norway,cruises,2035
Huang Wen Tsai,1500000000,China,real estate,2035
Huang Wenbiao,1500000000,China,soy sauce,2035
Huh Jae-myung,1500000000,South Korea,electric components,2035
Ke Xiping & family,1500000000,China,investments,2035
Kim Jun-ki,1500000000,South Korea,diversified,2035
Seth Klarman,1500000000,United States,investments,2035
Pyotr Kondrashev,1500000000,Russia,investments,2035
Raymond Kwok,1500000000,Hong Kong,real estate,2035
Heikki Kyostila,1500000000,Finland,dental products,2035
Arvind Lal,1500000000,India,medical diagnostics,2035
Anthony Langley,1500000000,United Kingdom,manufacturing,2035
Christian Latouche,1500000000,France,accounting services,2035
Gary Lauder,1500000000,United States,Estée Lauder,2035
James Leininger,1500000000,United States,medical products,2035
Lin Zhijun,1500000000,China,medical devices,2035
Lin Zhixiong & family,1500000000,China,medical devices,2035
Vladimir Litvinenko,1500000000,Russia,chemical industry,2035
Liu Xiucai & family,1500000000,United States,chemicals,2035
Lu Zongjun,1500000000,China,logistics,2035
Duncan MacMillan,1500000000,United States,Bloomberg LP,2035
Youssef Mansour,1500000000,Egypt,diversified,2035
George Marcus,1500000000,United States,real estate,2035
Strive Masiyiwa,1500000000,Zimbabwe,telecom,2035
Billy Joe (Red) McCombs,1500000000,United States,"real estate, oil, cars, sports",2035
Lorinc Meszaros,1500000000,Hungary,diversified,2035
Jerry Moyes,1500000000,United States,transportation,2035
Marius Nacht,1500000000,Israel,software,2035
Ezra Nahmad,1500000000,Monaco,art,2035
Niti Osathanugrah,1500000000,Thailand,"energy drinks,investments",2035
Alberto Palatchi,1500000000,Spain,wedding dresses,2035
Sushilkumar Parekh,1500000000,India,adhesives,2035
Lirio Parisotto,1500000000,Brazil,investments,2035
Mark Pincus,1500000000,United States,online games,2035
Michael Polsky,1500000000,United States,Electric power,2035
P.V.Krishna Reddy,1500000000,India,infrastructure,2035
Prathap Reddy,1500000000,India,healthcare,2035
Satish Reddy,1500000000,India,pharmaceuticals,2035
Ren Jinsheng & family,1500000000,China,pharmaceutical,2035
Helena Revoredo,1500000000,Spain,security services,2035
Matthew Roszak,1500000000,United States,cryptocurrency,2035
Vinod Saraf,1500000000,India,chemicals,2035
Fayez Sarofim,1500000000,United States,money management,2035
Steven Schuurman,1500000000,Netherlands,software,2035
Basudeo Singh,1500000000,India,pharmaceuticals,2035
Ryan Smith,1500000000,United States,cloud computing,2035
Peter Sondakh,1500000000,Indonesia,investments,2035
Sun Qinghuan,1500000000,China,lighting,2035
Sun Yonghui,1500000000,China,LCD main board,2035
Luc Tack,1500000000,Belgium,"textile, chemicals",2035
Fernando Trajano,1500000000,Brazil,retail,2035
August Troendle,1500000000,United States,pharmaceutical services,2035
Kenny Troutt,1500000000,United States,telecom,2035
John Van Lieshout,1500000000,Australia,real estate,2035
Radha Vembu,1500000000,India,business software,2035
Wang Huiwen,1500000000,China,e-commerce,2035
Wang Wenbiao,1500000000,China,"natural gas, fertilizers",2035
Wang Yaohai,1500000000,China,lighting,2035
Wang Zelong,1500000000,China,chemicals,2035
Wang Zhentao & family,1500000000,China,vaccine & shoes,2035
Wen Yilong,1500000000,China,e-cigarettes,2035
Thomas Wu,1500000000,Taiwan,finance,2035
Wu Zhenxing,1500000000,China,soy sauce,2035
